"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"4","Duncan Keith","EDM","D","64","1262.5166666667","1","20","10","10","21","34.43","79","1.27","3.42","175","112","33","4","5","9","22","11","11","0","0","2","64","36","22","60","107","0","0","-"
"12","Brian Boyle","PIT","C","66","712.06666666667","11","10","5","5","21","77.78","87","12.64","7.58","122","109","70","38","2","7","27","8","5","3","0","8","10","20","95","51","35","165","200","45.21"
"147","Zack Kassian","ARI, EDM","R","109","1150.6333333333","8","13","10","3","21","50.00","83","9.64","9.7","148","118","91","55","5","8","113","33","24","5","4","15","41","22","186","71","12","6","9","40.00"
"185","Johan Larsson","ARI, WSH","L","43","683.45","7","14","5","9","21","63.64","44","15.91","4.94","88","65","49","18","5","4","32","13","11","2","0","10","13","13","70","75","24","195","227","46.21"
"260","Victor Rask","MIN, SEA","C","47","573.18333333333","9","12","6","6","21","67.74","58","15.52","4.94","95","79","58","17","3","7","2","1","1","0","0","1","14","14","15","32","4","89","87","50.57"
"300","Alex Galchenyuk","ARI, COL","C","71","867.4","6","15","7","8","21","61.76","97","6.19","10.08","160","133","101","50","6","13","36","18","18","0","0","4","28","18","77","68","23","218","198","52.40"
"450","Jordan Oesterle","CGY, DET","D","119","1934.4","4","17","9","8","21","31.82","135","2.96","5.7","250","176","78","8","4","14","27","12","11","1","0","8","41","14","90","177","137","0","0","-"
"612","Denis Malgin","COL, TOR","C","65","709.76666666667","13","8","5","3","21","75.00","112","11.61","10.85","198","150","128","50","2","15","8","4","4","0","0","8","24","29","68","76","17","4","6","40.00"
"1047","Valtteri Puustinen","PIT","R","53","621.08333333333","5","16","10","6","21","61.76","87","5.75","8.65","151","115","78","35","5","17","6","3","3","0","0","2","16","19","41","30","33","1","3","25.00"
"1113","Will Cuylle","NYR","L","85","929","13","8","4","4","21","63.64","120","10.83","12.87","210","160","126","65","8","21","66","20","13","6","1","20","19","15","257","109","26","2","10","16.67"
"68","Justin Braun","NYR, PHI","D","120","2112.8333333333","6","14","7","7","20","28.17","115","5.22","3.67","260","173","58","3","6","17","55","26","25","1","0","13","42","26","134","162","159","0","0","-"
"344","Dominic Toninato","WPG","C","97","839.18333333333","8","12","9","3","20","66.67","63","12.70","8.18","124","92","88","37","5","5","30","15","15","0","0","8","15","16","124","70","41","148","184","44.58"
"694","Riley Stillman","BUF, CHI, VAN","D","102","1515.3333333333","3","17","9","8","20","32.26","86","3.49","3.87","222","134","41","12","3","6","72","24","16","8","0","21","43","17","203","115","105","0","0","-"
"761","Mason Shaw","MIN","C","82","856.8","8","12","7","5","20","80.00","120","6.67","8.65","202","153","76","36","17","11","118","27","13","10","4","23","20","23","122","114","31","23","16","58.97"
"858","Sheldon Dries","VAN","C","74","839.75","13","7","4","3","20","47.62","111","11.71","12.5","189","155","127","70","3","17","29","10","7","3","0","13","19","6","93","45","42","242","250","49.19"
"963","Simon Benoit","ANA, TOR","D","195","3358.7333333333","5","15","3","12","20","17.24","179","2.79","8.04","386","261","86","12","10","27","138","53","44","8","1","30","85","33","630","345","249","0","0","-"
"1061","Tye Kartye","SEA","L","77","911.36666666667","11","9","4","5","20","71.43","109","10.09","11.71","224","168","127","60","5","15","37","13","11","1","1","16","9","24","227","86","27","41","46","47.13"
"14","Loui Eriksson","ARI","L","73","942.6","3","16","8","8","19","61.29","81","3.70","7.54","122","104","74","40","3","12","6","3","3","0","0","4","26","22","17","57","19","20","15","57.14"
"41","Keith Yandle","PHI","D","77","1076.3833333333","1","18","5","13","19","47.50","105","0.95","4.77","233","148","41","4","1","15","14","7","7","0","0","3","39","11","29","17","36","0","0","-"
"252","Josh Leivo","CAR, STL","L","58","671.05","5","14","10","4","19","59.38","101","4.95","10.73","177","140","99","49","9","14","27","8","6","1","1","8","11","30","59","40","12","3","4","42.86"
"760","Vinni Lettieri","ANA, BOS, MIN","C","78","838.76666666667","10","9","6","3","19","63.33","98","10.20","9.47","176","144","78","32","4","15","30","11","10","0","1","6","17","12","96","71","44","53","54","49.53"
"1012","Alex Vlasic","CHI","D","97","1964.8333333333","3","16","7","9","19","25.68","87","3.45","4.37","194","125","51","13","8","13","47","15","11","3","1","11","53","70","76","142","170","0","0","-"
"1216","Simon Nemec","N.J","D","60","1191.7833333333","3","16","13","3","19","32.76","73","4.11","5.16","201","112","65","17","5","27","33","15","14","1","0","11","25","18","22","70","105","0","0","-"
"94","Wayne Simmonds","TOR","R","90","805.86666666667","5","13","6","7","18","62.07","88","5.68","9.95","153","118","105","58","5","5","145","39","25","9","5","31","18","18","192","82","18","7","3","70.00"
"213","Jarred Tinordi","CHI, NYR","D","103","1628.1666666667","3","15","8","7","18","41.86","69","4.35","2.1","171","105","35","5","5","10","111","39","28","11","0","27","44","15","327","133","165","0","0","-"
"375","Kyle Burroughs","S.J, VAN","D","163","2774.4","5","13","6","7","18","21.95","165","3.03","7.25","369","230","95","14","4","28","172","65","51","14","0","43","40","41","520","339","261","0","1","0.00"
"689","Logan Stanley","WPG","D","102","1512.1166666667","3","15","6","9","18","33.96","120","2.50","4.79","287","195","61","6","6","11","101","37","28","9","0","18","81","21","220","149","147","0","0","-"
"1075","Dylan Holloway","EDM","L","89","920.96666666667","9","9","2","7","18","58.06","100","9.00","11.49","192","146","115","63","12","19","56","20","17","2","1","24","27","25","174","125","30","49","60","44.95"
"1101","Thomas Bordeleau","S.J","C","43","652.23333333333","6","12","8","4","18","52.94","70","8.57","8.3","137","110","85","36","4","18","18","9","9","0","0","9","18","25","19","37","22","108","114","48.65"
"1151","Walker Duehr","CGY","R","68","608.75","9","9","8","1","18","66.67","76","11.84","6.85","142","111","80","35","8","14","10","5","5","0","0","4","11","8","122","56","17","2","11","15.38"
"1225","Nick Blankenburg","CBJ","D","55","1007.85","6","12","5","7","18","35.29","73","8.22","4.23","156","103","45","7","5","10","24","11","11","0","0","7","16","18","101","78","71","0","0","-"
"116","Michael Stone","CGY","D","59","831.06666666667","8","9","4","5","17","42.50","116","6.90","3.76","267","165","47","2","3","15","39","18","17","1","0","7","19","7","80","70","69","0","0","-"
"202","Riley Sheahan","BUF, SEA","C","71","847.31666666667","4","13","8","5","17","51.52","69","5.80","6.01","109","89","66","31","4","7","6","3","3","0","0","11","13","18","16","36","27","270","299","47.45"
"262","Brett Ritchie","ARI, CGY","R","91","901.13333333333","11","6","3","3","17","50.00","123","8.94","10.39","202","164","108","45","6","7","54","23","21","2","0","19","29","13","155","102","12","3","5","37.50"
"331","Jujhar Khaira","CHI, MIN","L","79","1083.1","9","8","4","4","17","56.67","92","9.78","10.6","163","126","100","52","6","16","44","16","12","4","0","10","22","25","197","74","49","207","214","49.17"
"642","Kevin Rooney","CGY, NYR","C","111","1365.6333333333","9","8","4","4","17","50.00","112","8.04","10.99","182","137","103","52","11","19","27","12","11","1","0","30","31","34","175","119","80","322","395","44.91"
"679","Logan Brown","STL","C","69","709.5","6","11","6","5","17","80.95","52","11.54","6.76","89","73","65","36","1","5","16","8","8","0","0","5","18","14","44","75","19","124","212","36.90"
"710","Alex Nylander","CBJ, PIT","L","37","565.73333333333","12","5","2","3","17","51.52","83","14.46","11.56","149","117","91","42","2","24","12","6","6","0","0","6","9","11","24","39","15","10","11","47.62"
"712","Jacob MacDonald","COL, S.J","D","100","1187.75","8","9","4","5","17","43.59","141","5.67","10.91","269","199","118","44","9","27","48","17","14","2","1","14","38","20","118","110","36","1","3","25.00"
"718","Janne Kuokkanen","N.J","C, L","57","769.01666666667","6","11","4","7","17","58.62","64","9.38","6.28","109","89","73","29","6","7","10","5","5","0","0","7","11","26","33","65","12","2","14","12.50"
"740","Dylan Gambrell","OTT","C","123","1447.9166666667","7","10","7","3","17","41.46","104","6.73","11.11","189","155","114","53","7","12","37","17","16","1","0","11","30","25","163","182","80","433","477","47.58"
"769","Cal Foote","N.J, NSH, T.B","D","110","1549.0166666667","4","13","7","6","17","23.94","88","4.55","3.75","197","133","44","7","7","9","108","40","34","4","2","16","31","12","144","159","76","0","0","-"
"909","Liam Foudy","CBJ, NSH","C","76","893.9","7","10","8","2","17","65.38","75","9.33","9.39","155","113","93","48","5","14","10","5","5","0","0","16","8","26","69","59","19","3","6","33.33"
"921","Jakub Lauko","BOS","C","83","793.13333333333","6","11","9","2","17","65.38","60","10.00","7.71","130","93","85","40","13","7","43","16","13","3","0","23","14","21","220","100","30","7","13","35.00"
"928","Karson Kuhlman","BOS, SEA, WPG","C","91","1080.4","6","11","3","8","17","54.84","116","5.17","13.43","230","169","135","59","5","19","14","7","7","0","0","12","22","27","112","118","33","0","7","0.00"
"965","Reese Johnson","CHI","C","136","1480","7","10","2","8","17","54.84","129","5.43","13.2","224","177","119","47","13","12","94","27","17","8","2","36","22","33","428","118","50","269","250","51.83"
"1030","Jackson LaCombe","ANA","D","73","1412.7333333333","2","15","10","5","17","41.46","56","3.57","4.41","130","84","48","9","3","11","24","12","12","0","0","4","35","31","51","98","132","0","0","-"
"372","Michael Raffl","DAL","L","76","1104.75","7","9","8","1","16","80.00","94","7.45","9.15","151","127","93","49","6","7","16","7","7","0","0","23","36","36","141","103","33","14","12","53.85"
"410","Robert Hagg","ANA, BUF, DET, FLA","D","107","1678.9333333333","3","13","8","5","16","28.07","105","2.86","5.02","234","166","55","9","7","7","65","31","30","1","0","18","40","14","270","139","147","0","0","-"
"514","Anders Bjork","BUF, CHI","L","72","892.5","7","9","8","1","16","61.54","66","10.61","6.49","120","83","73","31","7","8","12","6","6","0","0","10","21","22","19","57","20","1","6","14.29"
"738","Vincent Desharnais","EDM","D","114","1714.4333333333","1","15","3","12","16","26.67","57","1.75","2","157","87","43","3","2","17","85","35","30","5","0","17","58","19","180","174","163","0","0","-"
"747","Dylan Coghlan","CAR, VGK","D","77","1072.05","3","13","6","7","16","40.00","140","2.14","6.06","289","205","72","10","3","26","20","10","10","0","0","10","33","22","74","92","66","0","0","-"
"775","Jaret Anderson-Dolan","L.A, NSH","C","84","927.48333333333","8","8","6","2","16","51.61","90","8.89","8.03","152","121","86","43","3","10","12","6","6","0","0","5","17","8","129","100","25","52","51","50.49"
"920","Jacob Bernard-Docker","OTT","D","99","1552.4","4","12","8","4","16","26.67","79","5.06","3.64","195","120","43","12","4","20","40","17","15","2","0","6","47","16","89","181","182","0","0","-"
"42","Darren Helm","COL","C","79","816.55","7","8","5","3","15","60.00","103","6.80","8.74","161","128","94","48","7","5","18","9","9","0","0","6","8","26","130","68","26","134","173","43.65"
"90","Jake Muzzin","TOR","D","51","1041.0166666667","3","12","6","6","15","34.88","83","3.61","3.23","185","116","58","4","5","5","18","9","9","0","0","5","49","14","116","128","68","0","0","-"
"490","Juho Lammikko","VAN","L","75","920.61666666667","7","8","6","2","15","53.57","67","10.45","7.69","118","92","71","37","7","8","14","7","7","0","0","10","9","17","93","36","45","354","340","51.01"
"544","Travis Dermott","ARI, TOR, VAN","D","121","1935.4","5","10","2","8","15","21.74","91","5.49","4.48","198","133","67","14","3","10","42","21","21","0","0","12","34","14","117","166","117","0","0","-"
"651","Wade Allison","PHI","R","61","781.95","9","6","2","4","15","62.50","91","9.89","12.36","159","133","101","63","7","19","36","11","8","2","1","7","8","21","191","93","55","1","5","16.67"
"670","Kale Clague","BUF, L.A, MTL","D","72","1137.8","2","13","5","8","15","34.09","52","3.85","2.68","113","66","44","8","1","9","46","19","18","0","1","4","47","13","39","96","36","0","0","-"
"690","Givani Smith","DET, FLA, S.J","R","118","923","6","9","8","1","15","60.00","111","5.41","10.34","198","148","89","54","8","16","220","60","35","20","5","40","22","21","240","87","39","3","4","42.86"
"753","Alex Barré-Boulet","SEA, T.B","C","53","588.85","9","6","5","1","15","60.00","63","14.29","7.98","111","92","78","34","2","4","14","7","7","0","0","10","12","19","36","22","11","20","24","45.45"
"1208","Kevin Korchinski","CHI","D","76","1490.85","5","10","4","6","15","31.91","93","5.38","2.98","226","134","50","7","5","18","20","10","10","0","0","4","72","23","26","105","82","0","0","-"
"1218","Matthew Poitras","BOS","C","33","442.06666666667","5","10","4","6","15","75.00","40","12.50","3.86","77","49","46","19","3","5","6","3","3","0","0","13","15","19","17","54","15","111","143","43.70"
"1","Zdeno Chara","NYI","D","72","1348.55","2","12","8","4","14","25.45","81","2.47","4.08","172","114","30","3","1","11","85","27","20","5","2","11","45","14","125","46","86","0","0","-"
"92","Carl Hagelin","WSH","L","53","754.56666666667","3","11","5","6","14","50.00","71","4.23","7.48","117","96","59","30","3","6","20","9","9","0","0","6","15","14","32","44","12","4","10","28.57"
"226","Alex Belzile","MTL","R","42","490.46666666667","6","8","3","5","14","63.64","53","11.32","3.9","86","67","41","17","2","4","17","7","6","1","0","10","18","11","44","43","20","103","120","46.19"
"363","Kurtis MacDermid","COL, N.J","D, L","147","1013.25","5","9","6","3","14","37.84","82","6.10","4.76","167","112","53","24","5","18","217","63","41","17","5","24","27","14","274","93","59","2","1","66.67"
"416","Justin Bailey","S.J, VAN","R","73","792.66666666667","5","9","6","3","14","58.33","86","5.81","6.69","167","118","72","32","7","12","12","5","5","0","0","15","14","27","88","51","35","6","12","33.33"
"482","Andreas Englund","CHI, COL, L.A","D","129","1653.4666666667","1","13","4","9","14","25.45","73","1.37","2.64","183","109","47","7","2","22","116","34","18","16","0","37","30","17","322","195","119","0","0","-"
"524","Matthew Highmore","OTT, STL, VAN","C","55","659.43333333333","5","9","3","6","14","63.64","64","7.81","6.62","104","89","68","33","2","8","14","7","7","0","0","10","8","17","48","79","41","5","7","41.67"
"623","Adam Gaudette","CHI, OTT, STL","C","60","676.13333333333","5","9","5","4","14","63.64","94","5.32","8.56","163","127","90","29","3","9","21","9","8","1","0","7","17","22","76","40","11","56","71","44.09"
"736","Maxim Mamin","FLA","C","40","476.13333333333","7","7","4","3","14","48.28","49","14.29","6.19","81","66","65","38","0","11","13","5","4","1","0","3","19","9","59","43","15","0","2","0.00"
