"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"1162","Aatu Raty","NYI, VAN","C","15","125.7","2","1","1","0","3","100.00","16","12.50","1.07","27","19","12","4","4","1","4","2","2","0","0","0","5","4","19","13","5","45","38","54.22"
"1211","Tristan Luneau","ANA","D","7","125.1","1","2","0","2","3","50.00","11","9.09","0.52","19","15","5","1","0","2","4","1","1","0","0","1","3","0","9","9","4","0","0","-"
"1230","Filip Roos","CHI","D","21","334.68333333333","1","2","0","2","3","30.00","21","4.76","0.88","50","31","12","1","0","5","4","2","2","0","0","3","12","4","22","20","17","0","0","-"
"1232","Pavol Regenda","ANA","L","19","205.4","1","2","1","1","3","75.00","24","4.17","2.92","39","34","29","16","3","3","6","3","3","0","0","4","5","8","19","17","18","2","6","25.00"
"1244","Akito Hirose","VAN","D","10","158.56666666667","0","3","1","2","3","60.00","4","0.00","0.17","10","8","2","0","1","0","4","2","2","0","0","1","5","1","9","11","9","0","0","-"
"1250","Uvis Balinskis","FLA","D","26","366.63333333333","1","2","1","1","3","30.00","22","4.55","1.52","45","29","13","4","0","4","8","4","4","0","0","6","11","5","33","44","15","0","0","-"
"79","Brad Malone","EDM","C","18","143.1","1","1","1","0","2","100.00","14","7.14","1.54","25","18","13","2","0","4","8","4","4","0","0","2","3","3","48","12","5","39","33","54.17"
"97","Jay Beagle","ARI","C","33","454.28333333333","1","1","1","0","2","40.00","24","4.17","2.47","40","29","24","14","2","4","27","8","6","1","1","1","7","9","50","28","16","265","197","57.36"
"121","Greg Pateryn","ANA","D","10","141.2","1","1","1","0","2","28.57","16","6.25","0.57","23","21","5","0","1","2","10","5","5","0","0","0","3","0","18","21","7","0","0","-"
"203","Chris Wagner","BOS, COL","R","15","125.45","1","1","1","0","2","50.00","18","5.56","1.26","26","23","10","4","0","2","9","3","2","1","0","2","2","1","47","18","6","37","30","55.22"
"211","Dylan McIlrath","WSH","D","9","100.95","0","2","1","1","2","66.67","2","0.00","0.26","21","13","7","0","0","4","12","3","1","2","0","2","2","0","23","4","8","0","0","-"
"244","Joseph Cramarossa","MIN","C","5","38.1","1","1","0","1","2","100.00","2","50.00","0.27","4","4","3","2","0","0","6","3","3","0","0","1","0","2","9","4","1","0","1","0.00"
"251","Andy Andreoff","NYI","C","9","81.966666666667","1","1","0","1","2","100.00","7","14.29","0.41","10","9","5","1","0","1","0","0","0","0","0","0","4","2","18","4","2","12","12","50.00"
"337","Martin Frk","L.A","R","6","84.183333333333","2","0","0","0","2","100.00","15","13.33","1.54","28","22","14","5","1","0","2","1","1","0","0","1","5","0","11","6","0","0","0","-"
"349","Cedric Paquette","MTL","C","24","212.65","0","2","1","1","2","66.67","16","0.00","1.29","26","21","14","6","0","1","25","7","5","1","1","1","4","5","58","13","11","31","73","29.81"
"365","Scott Sabourin","OTT, S.J","R","10","81","0","2","2","0","2","66.67","7","0.00","0.83","13","12","7","2","1","0","20","6","4","2","0","2","2","1","24","7","5","1","2","33.33"
"415","Carl Dahlstrom","TOR","D","3","40.95","0","2","2","0","2","100.00","4","0.00","0.07","5","4","0","0","0","1","2","1","1","0","0","0","3","2","1","3","2","0","0","-"
"531","Vladimir Tkachev","L.A","L","4","55.933333333333","0","2","2","0","2","66.67","1","0.00","0.11","4","2","4","0","0","0","2","1","1","0","0","0","2","0","1","0","0","1","1","50.00"
"573","Austin Wagner","CHI","L","7","84.966666666667","1","1","1","0","2","66.67","13","7.69","0.75","25","18","11","4","1","1","0","0","0","0","0","1","3","3","19","11","0","0","0","-"
"639","Andrew Poturalski","CAR, SEA","C","4","34.033333333333","0","2","0","2","2","100.00","4","0.00","0.35","5","5","4","2","0","1","0","0","0","0","0","1","1","0","0","5","1","6","4","60.00"
"650","Lucas Johansen","WSH","D","9","123.21666666667","0","2","2","0","2","40.00","7","0.00","0.31","15","10","4","0","0","0","4","2","2","0","0","1","2","4","1","9","10","0","0","-"
"658","Libor Hajek","NYR","D","33","435.33333333333","1","1","0","1","2","18.18","25","4.00","0.66","47","30","12","1","2","3","12","6","6","0","0","2","11","4","24","58","41","0","0","-"
"669","Tyler Benson","EDM","L","31","260.35","1","1","1","0","2","33.33","18","5.56","1.35","37","27","20","6","2","3","18","5","4","0","1","4","6","3","47","38","3","0","1","0.00"
"680","William Lockwood","FLA, VAN","R","52","494.18333333333","0","2","0","2","2","25.00","44","0.00","4.79","81","67","41","19","2","3","25","8","5","3","0","6","9","11","140","89","30","4","4","50.00"
"717","Michal Kempny","WSH","D","15","237.58333333333","1","1","0","1","2","40.00","10","10.00","0.62","40","20","8","0","0","4","16","8","8","0","0","3","6","1","22","28","12","0","0","-"
"729","Linus Hogberg","PHI","D","5","85.316666666667","0","2","0","2","2","100.00","3","0.00","0.07","6","3","2","0","0","0","2","1","1","0","0","0","4","3","0","7","8","0","0","-"
"744","Jeremy Davies","BUF, NSH","D","7","82.066666666667","0","2","1","1","2","100.00","6","0.00","0.2","10","8","1","0","0","0","4","2","2","0","0","0","5","2","5","13","2","0","0","-"
"810","Jack Rathbone","VAN","D","20","281.05","1","1","0","1","2","16.67","22","4.55","1.03","50","32","14","1","0","0","4","2","2","0","0","5","10","4","12","32","13","0","0","-"
"818","Lias Andersson","L.A","C","21","220.91666666667","1","1","1","0","2","50.00","30","3.33","3.34","41","35","25","15","3","5","12","6","6","0","0","6","5","2","25","27","2","21","26","44.68"
"849","Samuel Walker","MIN","C","13","132.85","1","1","1","0","2","66.67","11","9.09","1.52","16","14","10","4","0","1","0","0","0","0","0","5","1","2","4","15","2","0","1","0.00"
"864","Mac Hollowell","TOR","D","6","77.616666666667","0","2","1","1","2","33.33","4","0.00","0.12","6","5","1","0","0","0","2","1","1","0","0","0","1","3","3","7","5","0","0","-"
"870","Austin Strand","ANA, L.A","D","13","184.33333333333","0","2","1","1","2","50.00","14","0.00","0.41","23","15","5","1","1","3","2","1","1","0","0","1","4","2","12","28","6","0","0","-"
"936","Riley Damiani","DAL","C","7","59.75","1","1","1","0","2","100.00","10","10.00","1.53","18","13","12","6","0","1","2","1","1","0","0","1","1","3","4","6","0","7","7","50.00"
"962","Egor Sokolov","OTT","L","13","118.16666666667","1","1","1","0","2","33.33","13","7.69","1.5","21","16","15","9","0","4","4","2","2","0","0","0","0","1","18","14","5","0","0","-"
"1053","Maxwell Crozier","T.B","D","13","168.15","0","2","2","0","2","33.33","13","0.00","0.39","32","18","2","1","0","4","7","2","1","1","0","4","5","6","16","16","11","0","0","-"
"1056","Adam Edstrom","NYR","C","11","92.516666666667","2","0","0","0","2","66.67","7","28.57","0.88","10","8","8","2","1","0","2","1","1","0","0","3","4","1","30","11","2","0","0","-"
"1060","Nikita Nesterenko","ANA","C","12","154.16666666667","2","0","0","0","2","66.67","30","6.67","3.24","42","37","27","11","1","6","0","0","0","0","0","1","4","4","13","8","1","0","3","0.00"
"1063","Nikolai Knyzhov","S.J","D","22","370.15","1","1","0","1","2","33.33","16","6.25","0.61","38","23","4","1","2","3","14","7","7","0","0","2","11","6","24","30","22","0","0","-"
"1068","Brandon Biro","BUF","L","6","67.716666666667","2","0","0","0","2","66.67","2","100.00","1.06","6","4","3","2","0","0","0","0","0","0","0","0","2","0","1","8","2","11","12","47.83"
"1088","Vasily Ponomarev","CAR","C","2","19.35","1","1","1","0","2","100.00","1","100.00","0.04","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","5","4","55.56"
"1139","Matt Rempe","NYR","C","17","95.633333333333","1","1","1","0","2","50.00","12","8.33","1.51","20","14","18","9","1","3","61","12","3","7","2","7","0","1","50","18","5","4","4","50.00"
"1149","Mike Hardman","CHI","L","29","276.63333333333","0","2","1","1","2","40.00","19","0.00","2.74","37","31","24","13","0","4","11","4","3","1","0","3","7","8","85","28","16","7","5","58.33"
"1205","Lane Hutson","MTL","D","2","45.433333333333","0","2","2","0","2","100.00","3","0.00","0.21","6","4","3","0","0","0","0","0","0","0","0","0","4","3","1","4","0","0","0","-"
"1217","Liam Ohgren","MIN","L","4","58.05","1","1","0","1","2","66.67","8","12.50","0.72","14","11","7","3","2","2","0","0","0","0","0","1","0","2","2","5","0","0","2","0.00"
"1228","Milos Kelemen","ARI","L","24","184.33333333333","1","1","0","1","2","66.67","17","5.88","1.93","36","27","18","12","2","3","23","6","4","1","1","1","3","1","46","43","9","2","5","28.57"
"1237","Hunter McKown","CBJ","C","12","146.7","0","2","1","1","2","40.00","13","0.00","1.08","23","19","15","2","0","2","8","4","4","0","0","3","3","4","12","16","5","48","39","55.17"
"1251","Jiri Smejkal","OTT","L","20","189.56666666667","1","1","1","0","2","66.67","10","10.00","2.46","31","24","17","10","0","5","4","2","2","0","0","2","7","6","32","17","13","11","16","40.74"
"1255","Collin Graf","S.J","R","7","116.16666666667","0","2","0","2","2","66.67","7","0.00","0.67","14","11","9","2","1","0","0","0","0","0","0","1","1","5","5","7","7","0","0","-"
"25","Blake Comeau","DAL","L","6","68.816666666667","1","0","0","0","1","50.00","2","50.00","0.13","5","2","2","1","0","0","4","2","2","0","0","0","4","1","13","5","3","1","0","100.00"
"151","John Moore","BOS","D","7","122.96666666667","0","1","1","0","1","20.00","7","0.00","0.33","15","10","5","0","0","1","4","2","2","0","0","1","2","2","9","10","11","0","0","-"
"158","Richard Panik","NYI","R","4","59.666666666667","0","1","1","0","1","100.00","4","0.00","0.65","10","8","8","6","0","1","0","0","0","0","0","0","1","1","9","0","2","1","1","50.00"
"208","Brett Connolly","CHI","R","9","75.566666666667","0","1","1","0","1","50.00","6","0.00","0.61","13","9","8","2","0","1","15","2","0","1","1","0","0","2","7","2","3","0","0","-"
"222","Kevin Gravel","NSH","D","23","328.18333333333","0","1","1","0","1","20.00","20","0.00","0.71","51","29","16","3","2","3","4","2","2","0","0","3","12","2","23","56","32","0","0","-"
"229","Matthew Peca","STL","C","5","48.166666666667","0","1","0","1","1","inf","3","0.00","0.15","8","4","4","1","0","0","0","0","0","0","0","2","2","0","3","4","1","5","7","41.67"
"259","Dmitrij Jaskin","ARI","R","12","177.41666666667","0","1","1","0","1","25.00","23","0.00","2.17","43","33","21","12","0","2","4","2","2","0","0","1","8","3","47","18","9","5","5","50.00"
"342","Connor Carrick","BOS","D","1","16.9","0","1","1","0","1","33.33","2","0.00","0.05","4","3","0","0","0","1","0","0","0","0","0","0","0","0","4","2","0","0","0","-"
"347","Gemel Smith","DET","C","3","20.3","0","1","0","1","1","100.00","1","0.00","0.01","1","1","0","0","0","0","5","1","0","1","0","1","0","0","0","3","0","6","4","60.00"
"352","Danny O'Regan","ANA","C","5","50.283333333333","0","1","1","0","1","100.00","2","0.00","0.27","6","2","5","1","0","1","0","0","0","0","0","0","0","1","3","5","4","11","17","39.29"
"355","Petteri Lindbohm","FLA","D","9","126.5","0","1","0","1","1","20.00","9","0.00","0.4","25","16","6","1","1","0","5","1","0","1","0","2","8","4","25","19","8","0","0","-"
"411","Steven Santini","STL","D","4","50.033333333333","0","1","1","0","1","50.00","5","0.00","0.12","9","8","1","0","1","1","2","1","1","0","0","2","4","0","6","5","10","0","0","-"
"508","Clark Bishop","OTT","C","9","75.083333333333","0","1","0","1","1","100.00","8","0.00","0.89","22","16","9","4","2","1","6","3","3","0","0","4","2","0","12","12","3","3","3","50.00"
"518","Dylan Sikura","COL","C","5","49.783333333333","0","1","1","0","1","50.00","3","0.00","0.41","4","4","3","2","0","2","0","0","0","0","0","0","0","2","0","5","3","0","0","-"
"525","Bokondji Imama","ARI, OTT","L","15","89.016666666667","1","0","0","0","1","33.33","4","25.00","0.54","15","9","8","4","0","1","17","4","1","3","0","3","2","0","45","6","3","0","0","-"
"529","Luke Philp","CHI","C","3","35.033333333333","0","1","1","0","1","50.00","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","2","4","1","0","1","3","25.00"
"562","Cooper Marody","EDM","C","1","6.0666666666667","0","1","1","0","1","100.00","1","0.00","0.16","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","-"
"591","Jacob Larsson","ANA, OTT","D","13","175.41666666667","0","1","0","1","1","25.00","9","0.00","0.2","20","12","5","0","0","2","8","3","3","0","0","0","9","1","8","22","11","0","0","-"
"609","Lukas Vejdemo","MTL","C","6","63.816666666667","1","0","0","0","1","100.00","10","10.00","1.13","11","11","6","5","1","0","0","0","0","0","0","0","3","4","7","9","4","13","18","41.94"
"615","Ryan Shea","PIT","D","31","391.36666666667","1","0","0","0","1","7.14","17","5.88","0.44","36","23","7","0","0","1","6","3","3","0","0","1","8","8","24","35","24","0","0","-"
"624","Brett Seney","CHI, TOR","L","13","147.31666666667","1","0","0","0","1","33.33","11","9.09","0.92","19","13","14","5","0","1","8","4","4","0","0","2","6","2","23","16","12","9","21","30.00"
"628","Markus Nutivaara","FLA","D","1","7.0166666666667","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","-"
"641","Ethan Prow","BUF","D","4","50.95","1","0","0","0","1","33.33","2","50.00","0.2","3","2","2","1","0","0","0","0","0","0","0","0","2","0","2","5","1","0","0","-"
"649","Max Lajoie","CAR, TOR","D","15","175.28333333333","0","1","0","1","1","14.29","9","0.00","0.47","33","14","13","1","0","2","0","0","0","0","0","0","3","3","18","25","12","0","0","-"
"657","Brandon Gignac","MTL","C","7","81.516666666667","1","0","0","0","1","100.00","7","14.29","0.92","10","9","7","6","0","0","0","0","0","0","0","1","6","3","5","6","7","24","29","45.28"
"662","Markus Niemelainen","EDM","D","43","494.83333333333","0","1","0","1","1","5.88","28","0.00","0.86","59","37","14","2","1","2","8","4","4","0","0","6","26","4","143","92","27","0","0","-"
"687","William Bitten","STL","C","4","26.583333333333","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","10","3","0","0","0","-"
"719","Kasper Bjorkqvist","PIT","R","6","50.216666666667","1","0","0","0","1","100.00","8","12.50","0.89","11","8","7","5","1","1","2","1","1","0","0","0","0","0","9","10","1","0","0","-"
"721","Garrett Pilon","WSH","C","2","18.816666666667","1","0","0","0","1","100.00","1","100.00","0.12","3","2","2","2","0","0","0","0","0","0","0","0","2","1","2","5","0","8","10","44.44"
"722","Fredrik Karlstrom","DAL","C","8","66.383333333333","0","1","1","0","1","33.33","7","0.00","0.32","9","7","3","1","0","2","0","0","0","0","0","1","3","1","1","6","1","0","0","-"
"724","Hardy Haman Aktell","WSH","D","6","63.783333333333","0","1","0","1","1","50.00","5","0.00","0.22","14","8","5","0","0","0","2","1","1","0","0","0","2","1","11","9","5","0","0","-"
"728","Joona Koppanen","BOS, PIT","L","9","85.366666666667","0","1","0","1","1","100.00","6","0.00","0.26","9","6","6","2","0","0","4","2","2","0","0","1","3","4","11","9","3","27","27","50.00"
"770","Cale Fleury","SEA","D","22","304.3","0","1","0","1","1","10.00","15","0.00","1.11","47","28","12","4","1","2","2","1","1","0","0","1","14","4","50","35","22","0","0","-"
"800","Joel Teasdale","MTL","L","2","21.733333333333","0","1","0","1","1","100.00","1","0.00","0.17","2","2","1","1","0","1","0","0","0","0","0","0","2","1","2","1","1","0","1","0.00"
"809","Reilly Walsh","N.J","D","1","14.383333333333","0","1","0","1","1","100.00","2","0.00","0.01","3","2","0","0","0","0","0","0","0","0","0","1","1","0","0","5","0","0","0","-"
"856","Jayden Halbgewachs","S.J","L","3","39.283333333333","0","1","1","0","1","33.33","7","0.00","0.48","10","9","5","2","0","0","4","2","2","0","0","0","1","1","3","5","0","0","0","-"
"857","Grant Hutton","NYI","D","18","244.51666666667","1","0","0","0","1","14.29","22","4.55","1.24","44","30","13","4","1","1","4","2","2","0","0","0","5","2","19","11","13","0","0","-"
"859","David Gust","CHI","R","4","56.816666666667","1","0","0","0","1","50.00","7","14.29","0.92","13","8","10","5","0","2","2","1","1","0","0","1","1","1","3","5","1","0","0","-"
"895","Alec Regula","CHI","D","19","334.56666666667","1","0","0","0","1","7.14","20","5.00","0.82","48","27","10","2","2","2","16","8","8","0","0","5","20","9","25","45","25","0","0","-"
"899","Jonathan Gruden","PIT","C","16","128.73333333333","1","0","0","0","1","100.00","9","11.11","0.93","15","12","8","2","2","0","5","1","0","1","0","2","3","4","39","18","6","9","17","34.62"
"913","Gabriel Fortier","T.B","L","11","101.23333333333","1","0","0","0","1","100.00","14","7.14","1.13","21","16","12","5","0","1","4","2","2","0","0","3","3","1","25","21","3","1","0","100.00"
"918","Adam Ginning","PHI","D","10","144.01666666667","1","0","0","0","1","20.00","6","16.67","0.15","16","9","3","0","0","1","2","1","1","0","0","0","6","2","20","9","11","0","0","-"
"931","Juuso Riikola","PIT","D","5","66.933333333333","0","1","0","1","1","25.00","7","0.00","0.28","14","8","4","1","0","0","2","1","1","0","0","0","1","0","13","12","2","0","0","-"
"938","Damien Giroux","MIN","C","1","13.95","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","2","2","1","2","3","40.00"
"941","Josiah Slavin","CHI","L","15","180.45","0","1","1","0","1","50.00","13","0.00","1.39","23","16","16","7","1","4","4","2","2","0","0","1","3","4","12","10","4","29","38","43.28"
"945","Ruslan Iskhakov","NYI","C","1","14.183333333333","0","1","0","1","1","100.00","2","0.00","0.19","3","2","1","1","1","0","0","0","0","0","0","1","1","0","0","3","0","0","0","-"
"949","Jack St. Ivany","PIT","D","14","191.83333333333","0","1","1","0","1","14.29","11","0.00","0.31","25","19","6","1","2","6","2","1","1","0","0","0","3","5","30","16","14","0","0","-"
"1004","Mattias Norlinder","MTL","D","6","73.75","0","1","0","1","1","33.33","2","0.00","0.1","3","2","0","0","0","0","2","1","1","0","0","0","0","0","4","6","3","0","0","-"
"1009","Drew Helleson","ANA","D","3","40.95","1","0","0","0","1","50.00","4","25.00","0.2","5","5","2","1","0","0","2","1","1","0","0","1","0","0","2","2","1","0","0","-"
"1020","Egor Afanasyev","NSH","L","19","210.4","1","0","0","0","1","33.33","26","3.85","1.59","37","31","14","5","2","1","2","1","1","0","0","3","3","1","29","19","15","0","0","-"
"1021","Sam Poulin","PIT","R","6","53.266666666667","0","1","0","1","1","100.00","4","0.00","0.39","10","7","3","0","1","2","4","2","2","0","0","0","2","0","8","9","4","13","16","44.83"
"1038","Joona Luoto","CBJ","L","7","87.25","1","0","0","0","1","50.00","7","14.29","1.12","13","11","8","4","1","0","0","0","0","0","0","0","4","3","11","8","2","1","0","100.00"
"1043","Aidan McDonough","VAN","L","6","55.85","1","0","0","0","1","100.00","4","25.00","0.73","9","7","6","3","0","0","2","1","1","0","0","0","0","0","7","6","2","1","0","100.00"
"1044","Tyler Angle","CBJ","C","4","39.616666666667","1","0","0","0","1","100.00","5","20.00","0.82","8","6","5","3","0","0","0","0","0","0","0","1","0","1","7","2","1","11","16","40.74"
"1045","Aku Raty","ARI","R","1","11.75","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","-"
"1051","Matej Blumel","DAL","R","6","58.216666666667","1","0","0","0","1","100.00","7","14.29","0.63","12","9","8","4","2","1","0","0","0","0","0","0","5","3","7","8","2","0","0","-"
"1072","Jack Ahcan","BOS","D","6","96.183333333333","1","0","0","0","1","100.00","5","20.00","0.27","14","8","2","0","0","2","0","0","0","0","0","2","4","1","8","15","5","0","0","-"
"1078","Sean Farrell","MTL","C","6","83.233333333333","1","0","0","0","1","100.00","8","12.50","0.65","16","11","13","1","0","1","0","0","0","0","0","1","2","1","0","11","2","0","0","-"
"1084","Daemon Hunt","MIN","D","12","138.05","0","1","0","1","1","33.33","7","0.00","0.5","21","13","8","1","0","5","0","0","0","0","0","1","3","1","8","12","17","0","0","-"
"1096","Sam Colangelo","ANA","R","3","37.666666666667","1","0","0","0","1","50.00","7","14.29","0.69","10","8","5","2","0","0","2","1","1","0","0","0","1","2","3","5","2","0","0","-"
"1102","Lukas Cormier","VGK","D","2","34.566666666667","0","1","1","0","1","50.00","3","0.00","0.23","8","4","4","2","0","2","0","0","0","0","0","0","0","0","1","6","2","0","0","-"
"1107","Jean-Luc Foudy","COL","C","13","116.01666666667","1","0","0","0","1","33.33","14","7.14","1.63","17","16","12","7","1","1","6","3","3","0","0","4","6","3","2","16","2","0","3","0.00"
"1115","Roby Jarventie","OTT","L","7","52.65","0","1","0","1","1","100.00","5","0.00","0.67","8","6","5","4","0","1","4","2","2","0","0","0","3","1","5","6","6","11","24","31.43"
"1117","Shakir Mukhamadullin","S.J","D","3","63.466666666667","0","1","1","0","1","33.33","5","0.00","0.3","12","7","2","1","0","1","4","2","2","0","0","0","2","1","5","3","11","0","0","-"
"1122","Justin Richards","CBJ","C","2","21.583333333333","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","4","2","0","5","8","38.46"
"1134","Billy Sweezey","CBJ","D","9","154","0","1","0","1","1","33.33","3","0.00","0.1","16","6","2","0","1","2","9","3","2","1","0","2","3","2","39","18","18","0","0","-"
"1148","Alex Steeves","TOR","C","7","57.683333333333","0","1","0","1","1","100.00","6","0.00","0.88","13","12","10","5","0","0","0","0","0","0","0","2","0","6","10","7","1","0","0","-"
"1152","Jackson Cates","PHI","C","16","144.75","1","0","0","0","1","25.00","12","8.33","1.24","21","17","10","3","0","0","0","0","0","0","0","1","0","3","7","7","3","29","23","55.77"
"1166","Stanislav Svozil","CBJ","D","2","40.233333333333","0","1","0","1","1","100.00","3","0.00","0.19","7","6","2","1","0","0","2","1","1","0","0","0","1","0","1","1","1","0","0","-"
"1171","Logan Mailloux","MTL","D","1","21.233333333333","0","1","0","1","1","50.00","2","0.00","0.1","4","4","1","0","0","0","0","0","0","0","0","1","0","0","1","4","1","0","0","-"
"1182","Nikita Chibrikov","WPG","R","1","11.05","1","0","0","0","1","100.00","3","33.33","0.21","5","4","1","0","0","1","0","0","0","0","0","0","0","0","5","0","0","0","0","-"
"1191","Vincent Iorio","WSH","D","9","101.98333333333","0","1","1","0","1","20.00","9","0.00","0.23","18","10","5","0","0","3","0","0","0","0","0","2","8","2","5","14","4","0","0","-"
"1203","Luca Del Bel Belluz","CBJ","C","1","9.5833333333333","1","0","0","0","1","100.00","2","50.00","0.13","2","2","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","4","6","40.00"
"1204","Cutter Gauthier","ANA","L","1","15.4","0","1","1","0","1","100.00","3","0.00","0.18","5","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"1210","Brad Lambert","WPG","C","1","13.85","0","1","0","1","1","100.00","2","0.00","0.28","3","3","1","1","0","0","0","0","0","0","0","0","0","0","0","2","1","3","4","42.86"
"1215","Frank Nazar","CHI","C","3","48.433333333333","1","0","0","0","1","100.00","2","50.00","0.8","9","6","6","3","0","0","0","0","0","0","0","0","3","2","0","3","1","7","15","31.82"
"1224","Lucas Condotta","MTL","C, L","4","33.533333333333","1","0","0","0","1","50.00","7","14.29","1.42","10","10","7","7","0","2","0","0","0","0","0","2","1","0","8","2","1","9","8","52.94"
"1229","Adam Klapka","CGY","R","6","40.566666666667","1","0","0","0","1","100.00","4","25.00","0.24","6","4","3","2","0","0","19","4","2","1","1","2","1","1","21","10","3","0","1","0.00"
"1245","Jason Polin","COL","R","7","51.966666666667","1","0","0","0","1","100.00","6","16.67","0.28","8","7","2","1","0","2","2","1","1","0","0","1","0","0","14","10","1","1","1","50.00"
"1246","Jake Livingstone","NSH","D","5","77.25","0","1","0","1","1","50.00","3","0.00","0.24","9","5","3","2","0","1","2","1","1","0","0","0","3","0","6","7","11","0","0","-"
"1249","Cole McWard","VAN","D","6","80.15","1","0","0","0","1","33.33","7","14.29","0.38","19","11","4","0","1","1","0","0","0","0","0","0","4","0","5","19","6","0","0","-"
"1253","Waltteri Merela","T.B","C","19","186.5","1","0","0","0","1","25.00","17","5.88","1.42","28","19","20","10","2","2","4","2","2","0","0","4","2","2","32","32","6","1","3","25.00"
"47","Alex Biega","TOR","D","2","26.233333333333","0","0","0","0","0","-","2","0.00","0.03","4","3","0","0","0","0","0","0","0","0","0","1","1","0","5","2","1","0","0","-"
"53","Leo Komarov","NYI","R","1","10.833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","3","1","0","1","0","100.00"
"77","Thomas Hickey","NYI","D","2","38.95","0","0","0","0","0","-","0","-","0","1","0","1","0","0","0","0","0","0","0","0","1","1","1","2","6","3","0","0","-"
"96","Jason Demers","EDM","D","1","10.733333333333","0","0","0","0","0","-","1","0.00","0.02","1","1","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","-"
"126","Luke Witkowski","DET","D","1","9.3","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","-"
"194","Alex Petrovic","DAL","D","1","12.866666666667","0","0","0","0","0","0.00","2","0.00","0.08","4","3","1","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","-"
"227","Taylor Fedun","PIT","D","4","44.266666666667","0","0","0","0","0","0.00","5","0.00","0.2","14","8","4","0","0","1","0","0","0","0","0","0","0","0","3","6","4","0","0","-"
"234","Max McCormick","SEA","L","11","86.633333333333","0","0","0","0","0","0.00","8","0.00","0.68","15","13","10","6","0","2","10","5","5","0","0","1","1","2","11","9","3","2","2","50.00"
"240","Fredrik Claesson","T.B","D","9","88.783333333333","0","0","0","0","0","0.00","4","0.00","0.08","11","7","2","1","0","1","0","0","0","0","0","0","3","1","12","14","5","0","0","-"
"245","T.J. Tynan","L.A","C","2","21.683333333333","0","0","0","0","0","-","3","0.00","0.09","4","3","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","6","7","46.15"
"248","Steven Fogarty","BOS, MIN","C","4","41.433333333333","0","0","0","0","0","-","2","0.00","0.21","3","3","2","0","0","0","2","1","1","0","0","1","1","2","3","1","0","9","12","42.86"
"253","Kyle Rau","MIN","C","5","44.083333333333","0","0","0","0","0","-","3","0.00","0.06","5","3","3","1","1","0","0","0","0","0","0","0","0","0","6","2","0","1","1","50.00"
"256","Rocco Grimaldi","NSH","R","7","76.5","0","0","0","0","0","0.00","8","0.00","0.86","13","10","7","4","2","1","2","1","1","0","0","2","3","5","5","5","0","6","3","66.67"
"278","Sven Baertschi","VGK","L","1","13.9","0","0","0","0","0","-","1","0.00","0.03","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"288","Seth Griffith","EDM","C","1","5.6166666666667","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","-"
"289","Turner Elson","DET","C","2","26.75","0","0","0","0","0","0.00","1","0.00","0.02","2","2","0","0","0","0","0","0","0","0","0","1","0","0","3","3","0","0","0","-"
"292","Kurtis Gabriel","CHI","R","2","12.05","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","7","2","0","0","0","-"
"307","Stefan Matteau","COL","C","1","3.65","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"343","Charles Hudon","COL","L","9","97.016666666667","0","0","0","0","0","0.00","18","0.00","1.74","26","21","17","7","0","6","2","1","1","0","0","1","0","3","13","10","2","5","4","55.56"
"353","Paul LaDue","NYI","D","1","12.783333333333","0","0","0","0","0","-","1","0.00","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","-"
